original_path,stego_path,method,secret_message
initial/iwt_55.jpg,stego_iwt/iwt_55.jpg,iwt,"[SW] Now, young Skywalker, you will die."
initial/iwt_56.jpg,stego_iwt/iwt_56.jpg,iwt,[SW] I'm just a simple man making my way.
initial/iwt_57.jpg,stego_iwt/iwt_57.jpg,iwt,[AV] Underoos!
initial/iwt_58.jpg,stego_iwt/iwt_58.jpg,iwt,"[SW] Chewie, we’re home."
initial/iwt_59.jpg,stego_iwt/iwt_59.jpg,iwt,"[HP] Don’t pity the dead, Harry. Pity the living."
initial/iwt_60.jpg,stego_iwt/iwt_60.jpg,iwt,[SR] That’s the beauty of music.
initial/iwt_61.jpg,stego_iwt/iwt_61.jpg,iwt,[LOTR] The Eye of the enemy is moving.
initial/iwt_63.jpg,stego_iwt/iwt_63.jpg,iwt,[SR] How could you be so obtuse?
initial/iwt_65.jpg,stego_iwt/iwt_65.jpg,iwt,[HP] Every human life is worth the same.
initial/iwt_66.jpg,stego_iwt/iwt_66.jpg,iwt,[LOTR] And my bow.
initial/iwt_67.jpg,stego_iwt/iwt_67.jpg,iwt,[LOTR] Gondor calls for aid!
initial/iwt_68.jpg,stego_iwt/iwt_68.jpg,iwt,[SR] I guess I just miss my friend.
initial/iwt_69.jpg,stego_iwt/iwt_69.jpg,iwt,[HP] Dobby is free.
initial/iwt_70.jpg,stego_iwt/iwt_70.jpg,iwt,[SW] Confronting fear is a Jedi’s destiny.
initial/iwt_71.jpg,stego_iwt/iwt_71.jpg,iwt,[SR] I hope I can make it across the border.
initial/iwt_72.jpg,stego_iwt/iwt_72.jpg,iwt,[SR] Remember that hope is a good thing.
initial/iwt_73.jpg,stego_iwt/iwt_73.jpg,iwt,[LOTR] The shadow does not hold sway yet.
initial/iwt_74.jpg,stego_iwt/iwt_74.jpg,iwt,[LOTR] Deeds will not be less valiant because they are unpraised.
initial/iwt_75.jpg,stego_iwt/iwt_75.jpg,iwt,[HP] Books! And cleverness!
initial/iwt_76.jpg,stego_iwt/iwt_76.jpg,iwt,"[HP] Have a biscuit, Potter."
initial/iwt_77.jpg,stego_iwt/iwt_77.jpg,iwt,[HP] Hearing voices no one else can hear isn’t a good sign.
initial/iwt_79.jpg,stego_iwt/iwt_79.jpg,iwt,[HP] Let us not deprive Molly any longer of the chance to deplore.
initial/iwt_80.jpg,stego_iwt/iwt_80.jpg,iwt,[SW] Never tell me the odds!
initial/iwt_81.jpg,stego_iwt/iwt_81.jpg,iwt,"[SW] The greatest teacher, failure is."
initial/iwt_84.jpg,stego_iwt/iwt_84.jpg,iwt,[SW] The Force is strong with this one.
initial/iwt_85.jpg,stego_iwt/iwt_85.jpg,iwt,[LOTR] The world is changed. I feel it in the water.
initial/iwt_86.jpg,stego_iwt/iwt_86.jpg,iwt,"[SW] I am a Jedi, like my father before me."
initial/iwt_87.jpg,stego_iwt/iwt_87.jpg,iwt,[AV] Fine. I’ll do it myself.
initial/iwt_88.jpg,stego_iwt/iwt_88.jpg,iwt,[SR] A man’s got to have something to keep him sane.
initial/iwt_89.jpg,stego_iwt/iwt_89.jpg,iwt,"[AV] In my culture, death is not the end."
initial/iwt_90.jpg,stego_iwt/iwt_90.jpg,iwt,[AV] I’m a huge fan of the way you lose control.
initial/iwt_91.jpg,stego_iwt/iwt_91.jpg,iwt,[LOTR] Deeds will not be less valiant because they are unpraised.
initial/iwt_92.jpg,stego_iwt/iwt_92.jpg,iwt,"[AV] If we can’t protect the Earth, we’ll avenge it."
initial/iwt_93.jpg,stego_iwt/iwt_93.jpg,iwt,[SR] I hope I can make it across the border.
initial/iwt_95.jpg,stego_iwt/iwt_95.jpg,iwt,"[HP] Working hard is important, but there is something that matters even more."
initial/iwt_96.jpg,stego_iwt/iwt_96.jpg,iwt,"[SR] Bad luck, I guess. It floats around."
initial/iwt_97.jpg,stego_iwt/iwt_97.jpg,iwt,"[HP] Ah, music. A magic beyond all we do here!"
initial/iwt_98.jpg,stego_iwt/iwt_98.jpg,iwt,[LOTR] There's some good in this world.
initial/iwt_99.jpg,stego_iwt/iwt_99.jpg,iwt,[HP] He will only be gone from the school when none here are loyal to him.
initial/iwt_100.jpg,stego_iwt/iwt_100.jpg,iwt,[SW] I rebel.
initial/iwt_101.jpg,stego_iwt/iwt_101.jpg,iwt,[SW] Your eyes can deceive you; don’t trust them.
initial/iwt_102.jpg,stego_iwt/iwt_102.jpg,iwt,[SW] I rebel.
initial/iwt_103.jpg,stego_iwt/iwt_103.jpg,iwt,[SW] There is another Skywalker.
initial/iwt_104.jpg,stego_iwt/iwt_104.jpg,iwt,"[HP] Have a biscuit, Potter."
initial/iwt_105.jpg,stego_iwt/iwt_105.jpg,iwt,[AV] You’re out of time.
initial/iwt_106.jpg,stego_iwt/iwt_106.jpg,iwt,[AV] If you’re nothing without the suit...
initial/iwt_108.jpg,stego_iwt/iwt_108.jpg,iwt,[AV] I’m just a kid from Brooklyn.
initial/iwt_109.jpg,stego_iwt/iwt_109.jpg,iwt,[SR] There’s something inside that they can’t get to.
initial/iwt_110.jpg,stego_iwt/iwt_110.jpg,iwt,[SR] Fear can hold you prisoner.
initial/iwt_111.jpg,stego_iwt/iwt_111.jpg,iwt,"[SR] Lord, it’s a miracle!"
initial/iwt_112.jpg,stego_iwt/iwt_112.jpg,iwt,[HP] I want to commit the murder I was imprisoned for.
initial/iwt_113.jpg,stego_iwt/iwt_113.jpg,iwt,[SR] Remember that hope is a good thing.
initial/iwt_114.jpg,stego_iwt/iwt_114.jpg,iwt,[SW] Never tell me the odds.
initial/iwt_115.jpg,stego_iwt/iwt_115.jpg,iwt,[LOTR] That day is not this day.
initial/iwt_116.jpg,stego_iwt/iwt_116.jpg,iwt,[LOTR] And my bow.
initial/iwt_117.jpg,stego_iwt/iwt_117.jpg,iwt,[LOTR] You have my sword.
initial/iwt_118.jpg,stego_iwt/iwt_118.jpg,iwt,[SR] That’s the one thing they can’t take away.
initial/iwt_119.jpg,stego_iwt/iwt_119.jpg,iwt,[HP] Numbing the pain for a while will make it worse when you finally feel it.
initial/iwt_120.jpg,stego_iwt/iwt_120.jpg,iwt,[SR] The Pacific Ocean has no memory.
initial/iwt_121.jpg,stego_iwt/iwt_121.jpg,iwt,"[LOTR] We swears, to serve the master of the Precious."
initial/iwt_122.jpg,stego_iwt/iwt_122.jpg,iwt,"[LOTR] The board is set, the pieces are moving."
initial/iwt_123.jpg,stego_iwt/iwt_123.jpg,iwt,[SW] And I... am all the Jedi!
initial/iwt_124.jpg,stego_iwt/iwt_124.jpg,iwt,[SR] It broke my heart to see him like that.
initial/iwt_125.jpg,stego_iwt/iwt_125.jpg,iwt,"[LOTR] There will come a time, but it is not now."
initial/iwt_126.jpg,stego_iwt/iwt_126.jpg,iwt,[HP] Dumbledore said people find it far easier to forgive others.
initial/iwt_127.jpg,stego_iwt/iwt_127.jpg,iwt,[HP] It takes a great deal of bravery to stand up to our enemies.
initial/iwt_128.jpg,stego_iwt/iwt_128.jpg,iwt,"[SR] He didn't do it, and I believe him."
initial/iwt_129.jpg,stego_iwt/iwt_129.jpg,iwt,[LOTR] The treacherous are ever distrustful.
initial/iwt_130.jpg,stego_iwt/iwt_130.jpg,iwt,[LOTR] One ring to rule them all.
initial/iwt_131.jpg,stego_iwt/iwt_131.jpg,iwt,"[SR] Sometimes it makes me sad, though."
initial/iwt_132.jpg,stego_iwt/iwt_132.jpg,iwt,"[HP] Yer a wizard, Harry."
initial/iwt_133.jpg,stego_iwt/iwt_133.jpg,iwt,"[SW] Now, young Skywalker, you will die."
initial/iwt_136.jpg,stego_iwt/iwt_136.jpg,iwt,[SW] Stay on target!
initial/iwt_137.jpg,stego_iwt/iwt_137.jpg,iwt,[SW] These aren’t the droids you’re looking for.
initial/iwt_138.jpg,stego_iwt/iwt_138.jpg,iwt,[LOTR] It’s the deep breath before the plunge.
initial/iwt_139.jpg,stego_iwt/iwt_139.jpg,iwt,[SW] So be it... Jedi.
initial/iwt_140.jpg,stego_iwt/iwt_140.jpg,iwt,[LOTR] The Eye of the enemy is moving.
initial/iwt_141.jpg,stego_iwt/iwt_141.jpg,iwt,[SR] A man’s got to have something to keep him sane.
initial/iwt_142.jpg,stego_iwt/iwt_142.jpg,iwt,[SR] I had Mr. Mozart to keep me company.
initial/iwt_143.jpg,stego_iwt/iwt_143.jpg,iwt,"[SW] I’m just a simple man, trying to make my way."
initial/iwt_144.jpg,stego_iwt/iwt_144.jpg,iwt,"[AV] I can’t control their fear, only mine."
initial/iwt_145.jpg,stego_iwt/iwt_145.jpg,iwt,"[HP] Ah, music. A magic beyond all we do here!"
initial/iwt_146.jpg,stego_iwt/iwt_146.jpg,iwt,"[LOTR] It’s not natural, none of it."
initial/iwt_147.jpg,stego_iwt/iwt_147.jpg,iwt,"[HP] I’ll be in my bedroom, making no noise."
initial/iwt_148.jpg,stego_iwt/iwt_148.jpg,iwt,[AV] I’m a huge fan of the way you lose control.
initial/iwt_149.jpg,stego_iwt/iwt_149.jpg,iwt,"[SR] The library, pure as a soap opera."
initial/iwt_150.jpg,stego_iwt/iwt_150.jpg,iwt,[AV] Wakanda forever!
initial/iwt_151.jpg,stego_iwt/iwt_151.jpg,iwt,"[AV] That’s my secret, Cap: I’m always angry."
initial/iwt_152.jpg,stego_iwt/iwt_152.jpg,iwt,[AV] No resurrections this time.
initial/iwt_153.jpg,stego_iwt/iwt_153.jpg,iwt,[SW] I see through the lies of the Jedi.
initial/iwt_154.jpg,stego_iwt/iwt_154.jpg,iwt,"[LOTR] There will come a time, but it is not now."
initial/iwt_155.jpg,stego_iwt/iwt_155.jpg,iwt,[SR] The roof of the license-plate factory.
initial/iwt_156.jpg,stego_iwt/iwt_156.jpg,iwt,[SW] I thought they smelled bad on the outside!
initial/iwt_157.jpg,stego_iwt/iwt_157.jpg,iwt,"[SW] Judge me by my size, do you?"
initial/iwt_159.jpg,stego_iwt/iwt_159.jpg,iwt,[SR] I guess I just miss my friend.
initial/iwt_160.jpg,stego_iwt/iwt_160.jpg,iwt,[SR] Geology is the study of pressure and time.
initial/iwt_161.jpg,stego_iwt/iwt_161.jpg,iwt,[HP] After all this time? Always.
initial/iwt_162.jpg,stego_iwt/iwt_162.jpg,iwt,"[LOTR] I can't do this, Sam."
initial/iwt_163.jpg,stego_iwt/iwt_163.jpg,iwt,[HP] Dumbledore’s got style.
initial/iwt_164.jpg,stego_iwt/iwt_164.jpg,iwt,[SW] I’m altering the deal. Pray I don’t alter it further.
initial/iwt_165.jpg,stego_iwt/iwt_165.jpg,iwt,[SW] The ability to speak does not make you intelligent.
initial/iwt_166.jpg,stego_iwt/iwt_166.jpg,iwt,[LOTR] Don’t adventures ever have an end?
initial/iwt_168.jpg,stego_iwt/iwt_168.jpg,iwt,[AV] We’re the guardians of the galaxy.
initial/iwt_169.jpg,stego_iwt/iwt_169.jpg,iwt,"[LOTR] I can't do this, Sam."
initial/iwt_170.jpg,stego_iwt/iwt_170.jpg,iwt,[AV] We work with what we got.
initial/iwt_171.jpg,stego_iwt/iwt_171.jpg,iwt,[SR] Hope is a dangerous thing. Drive a man insane.
initial/iwt_172.jpg,stego_iwt/iwt_172.jpg,iwt,"[SR] He didn't do it, and I believe him."
initial/iwt_173.jpg,stego_iwt/iwt_173.jpg,iwt,"[AV] I can’t control their fear, only mine."
initial/iwt_174.jpg,stego_iwt/iwt_174.jpg,iwt,[LOTR] I will not say do not weep.
initial/iwt_175.jpg,stego_iwt/iwt_175.jpg,iwt,[SR] That’s the best part of me left in me.
initial/iwt_176.jpg,stego_iwt/iwt_176.jpg,iwt,"[HP] Working hard is important, but there is something that matters even more."
initial/iwt_177.jpg,stego_iwt/iwt_177.jpg,iwt,"[SR] Sometimes it makes me sad, though."
initial/iwt_178.jpg,stego_iwt/iwt_178.jpg,iwt,[LOTR] This task was appointed to you.
initial/iwt_179.jpg,stego_iwt/iwt_179.jpg,iwt,[LOTR] You shall not pass!
initial/iwt_180.jpg,stego_iwt/iwt_180.jpg,iwt,[HP] Books! And cleverness!
initial/iwt_181.jpg,stego_iwt/iwt_181.jpg,iwt,"[HP] You’re a wizard, Harry."
initial/iwt_182.jpg,stego_iwt/iwt_182.jpg,iwt,[AV] You’re out of time.
initial/iwt_183.jpg,stego_iwt/iwt_183.jpg,iwt,[HP] I’m going to bed before either of you come up with another idea.
initial/iwt_184.jpg,stego_iwt/iwt_184.jpg,iwt,[LOTR] Fool of a Took!
initial/iwt_185.jpg,stego_iwt/iwt_185.jpg,iwt,"[SR] Brooks was here, so was Red."
initial/iwt_186.jpg,stego_iwt/iwt_186.jpg,iwt,[AV] A friend of mine once said...
initial/iwt_187.jpg,stego_iwt/iwt_187.jpg,iwt,[SR] Forty years I been asking permission to pee.
initial/iwt_188.jpg,stego_iwt/iwt_188.jpg,iwt,[SW] The Force is strong with this one.
initial/iwt_190.jpg,stego_iwt/iwt_190.jpg,iwt,"[SR] The bars slam home, that’s when you know it’s for real."
initial/iwt_191.jpg,stego_iwt/iwt_191.jpg,iwt,[SR] Salvation lies within.
initial/iwt_194.jpg,stego_iwt/iwt_194.jpg,iwt,[SW] Women always figure out the truth.
initial/iwt_195.jpg,stego_iwt/iwt_195.jpg,iwt,[AV] I love you 3000.
initial/iwt_197.jpg,stego_iwt/iwt_197.jpg,iwt,[LOTR] There is no curse in Elvish for this treachery.
initial/iwt_198.jpg,stego_iwt/iwt_198.jpg,iwt,[SW] The Force is strong with this one.
initial/iwt_199.jpg,stego_iwt/iwt_199.jpg,iwt,[SW] No one’s ever really gone.
initial/iwt_202.jpg,stego_iwt/iwt_202.jpg,iwt,[LOTR] The Eye of the enemy is moving.
initial/iwt_203.jpg,stego_iwt/iwt_203.jpg,iwt,"[SR] Sometimes it makes me sad, though."
initial/iwt_205.jpg,stego_iwt/iwt_205.jpg,iwt,"[AV] I’m Mary Poppins, y’all!"
initial/iwt_206.jpg,stego_iwt/iwt_206.jpg,iwt,[HP] You’ll soon find out that some wizarding families are better than others.
initial/iwt_207.jpg,stego_iwt/iwt_207.jpg,iwt,[SR] I'd like to think the last thing that went through his head.
initial/iwt_208.jpg,stego_iwt/iwt_208.jpg,iwt,[SR] I'd hate to deprive you of this.
initial/iwt_209.jpg,stego_iwt/iwt_209.jpg,iwt,[HP] The Chamber of Secrets has been opened.
initial/iwt_210.jpg,stego_iwt/iwt_210.jpg,iwt,"[HP] Don’t pity the dead, Harry. Pity the living."
initial/iwt_213.jpg,stego_iwt/iwt_213.jpg,iwt,"[SR] Lord, it’s a miracle!"
initial/iwt_214.jpg,stego_iwt/iwt_214.jpg,iwt,[SW] So be it... Jedi.
initial/iwt_215.jpg,stego_iwt/iwt_215.jpg,iwt,[LOTR] Even the very wise cannot see all ends.
initial/iwt_216.jpg,stego_iwt/iwt_216.jpg,iwt,[AV] Fine. I’ll do it myself.
initial/iwt_217.jpg,stego_iwt/iwt_217.jpg,iwt,"[HP] Yer a wizard, Harry. (Yes, again!)"
initial/iwt_218.jpg,stego_iwt/iwt_218.jpg,iwt,[SW] I see through the lies of the Jedi.
initial/iwt_219.jpg,stego_iwt/iwt_219.jpg,iwt,[LOTR] The shadow does not hold sway yet.
initial/iwt_220.jpg,stego_iwt/iwt_220.jpg,iwt,[LOTR] The Eye of the enemy is moving.
initial/iwt_221.jpg,stego_iwt/iwt_221.jpg,iwt,[AV] Is that the best you can do?
initial/iwt_222.jpg,stego_iwt/iwt_222.jpg,iwt,[SW] I thought they smelled bad on the outside!
initial/iwt_223.jpg,stego_iwt/iwt_223.jpg,iwt,"[SW] When 900 years old you reach, look as good you will not."
initial/iwt_224.jpg,stego_iwt/iwt_224.jpg,iwt,[SR] Hope can set you free.
initial/iwt_225.jpg,stego_iwt/iwt_225.jpg,iwt,[HP] We’ve all got both light and dark inside us.
initial/iwt_226.jpg,stego_iwt/iwt_226.jpg,iwt,"[SR] He didn't do it, and I believe him."
initial/iwt_227.jpg,stego_iwt/iwt_227.jpg,iwt,[SR] Some birds aren’t meant to be caged.
initial/iwt_228.jpg,stego_iwt/iwt_228.jpg,iwt,[SW] No. That’s not true. That’s impossible!
initial/iwt_229.jpg,stego_iwt/iwt_229.jpg,iwt,[LOTR] The age of men is over. The time of the Orc has come.
initial/iwt_230.jpg,stego_iwt/iwt_230.jpg,iwt,[SR] How about we get her some rocks?
initial/iwt_231.jpg,stego_iwt/iwt_231.jpg,iwt,"[SW] Great shot, kid! That was one in a million!"
initial/iwt_232.jpg,stego_iwt/iwt_232.jpg,iwt,[SW] I have spoken.
initial/iwt_234.jpg,stego_iwt/iwt_234.jpg,iwt,"[SW] I am a Jedi, like my father before me."
initial/iwt_235.jpg,stego_iwt/iwt_235.jpg,iwt,[SR] I'd hate to deprive you of this.
initial/iwt_238.jpg,stego_iwt/iwt_238.jpg,iwt,"[HP] If you have to ask, you’ll never know."
initial/iwt_240.jpg,stego_iwt/iwt_240.jpg,iwt,[LOTR] And Rohan will answer.
initial/iwt_241.jpg,stego_iwt/iwt_241.jpg,iwt,[LOTR] Kings made tombs more splendid than houses of the living.
initial/iwt_242.jpg,stego_iwt/iwt_242.jpg,iwt,[HP] We’ve all got both light and dark inside us.
initial/iwt_243.jpg,stego_iwt/iwt_243.jpg,iwt,[SW] Aren’t you a little short for a stormtrooper?
initial/iwt_245.jpg,stego_iwt/iwt_245.jpg,iwt,[HP] The Chamber of Secrets has been opened.
initial/iwt_246.jpg,stego_iwt/iwt_246.jpg,iwt,[HP] I can teach you how to bottle fame.
initial/iwt_247.jpg,stego_iwt/iwt_247.jpg,iwt,[LOTR] You shall not pass!
initial/iwt_248.jpg,stego_iwt/iwt_248.jpg,iwt,[SW] Stay on target!
initial/iwt_249.jpg,stego_iwt/iwt_249.jpg,iwt,"[AV] If we can’t protect the Earth, we’ll avenge it."
initial/iwt_250.jpg,stego_iwt/iwt_250.jpg,iwt,[SR] You eat when we say you eat.
initial/iwt_251.jpg,stego_iwt/iwt_251.jpg,iwt,[SR] I'd hate to deprive you of this.
initial/iwt_252.jpg,stego_iwt/iwt_252.jpg,iwt,"[SW] When 900 years old you reach, look as good you will not."
initial/iwt_255.jpg,stego_iwt/iwt_255.jpg,iwt,"[SW] Now, young Skywalker, you will die."
initial/iwt_256.jpg,stego_iwt/iwt_256.jpg,iwt,[HP] The Chamber of Secrets has been opened.
initial/iwt_257.jpg,stego_iwt/iwt_257.jpg,iwt,[LOTR] A wizard is never late.
initial/iwt_258.jpg,stego_iwt/iwt_258.jpg,iwt,"[SW] When 900 years old you reach, look as good you will not."
initial/iwt_259.jpg,stego_iwt/iwt_259.jpg,iwt,"[HP] If you’re holding out for universal popularity, you’ll be in this cabin a long time."
initial/iwt_260.jpg,stego_iwt/iwt_260.jpg,iwt,"[SR] Let me tell you something, my friend: hope is dangerous."
initial/iwt_261.jpg,stego_iwt/iwt_261.jpg,iwt,[AV] I’m loyal to nothing except the dream.
initial/iwt_262.jpg,stego_iwt/iwt_262.jpg,iwt,"[AV] If you die, I feel like that’s on me."
initial/iwt_264.jpg,stego_iwt/iwt_264.jpg,iwt,[SW] Let the Wookiee win.
initial/iwt_265.jpg,stego_iwt/iwt_265.jpg,iwt,[HP] Dark and difficult times lie ahead.
initial/iwt_268.jpg,stego_iwt/iwt_268.jpg,iwt,[LOTR] And Rohan will answer.
initial/iwt_269.jpg,stego_iwt/iwt_269.jpg,iwt,[AV] It’s not about how much we lost.
initial/iwt_270.jpg,stego_iwt/iwt_270.jpg,iwt,[SR] Fear can hold you prisoner.
initial/iwt_271.jpg,stego_iwt/iwt_271.jpg,iwt,[AV] I love you 3000.
initial/iwt_272.jpg,stego_iwt/iwt_272.jpg,iwt,[SR] That’s where I want to live the rest of my life.
initial/iwt_273.jpg,stego_iwt/iwt_273.jpg,iwt,"[SR] Terrible thing, to live in fear."
initial/iwt_274.jpg,stego_iwt/iwt_274.jpg,iwt,"[SW] Judge me by my size, do you?"
initial/iwt_275.jpg,stego_iwt/iwt_275.jpg,iwt,[AV] Victory should be effortless.
initial/iwt_276.jpg,stego_iwt/iwt_276.jpg,iwt,[LOTR] There is no curse in Elvish for this treachery.
initial/iwt_277.jpg,stego_iwt/iwt_277.jpg,iwt,"[HP] If you’re holding out for universal popularity, you’ll be in this cabin a long time."
initial/iwt_278.jpg,stego_iwt/iwt_278.jpg,iwt,"[HP] Ah, music. A magic beyond all we do here!"
initial/iwt_279.jpg,stego_iwt/iwt_279.jpg,iwt,"[HP] Don’t pity the dead, Harry. Pity the living."
initial/iwt_280.jpg,stego_iwt/iwt_280.jpg,iwt,[LOTR] All we have to decide is what to do with the time given us.
initial/iwt_281.jpg,stego_iwt/iwt_281.jpg,iwt,[HP] It does not do to dwell on dreams.
initial/iwt_282.jpg,stego_iwt/iwt_282.jpg,iwt,[LOTR] I’m going on an adventure!
initial/iwt_283.jpg,stego_iwt/iwt_283.jpg,iwt,[SR] I'd grow eyes in the back of my head if I were you.
initial/iwt_284.jpg,stego_iwt/iwt_284.jpg,iwt,[SW] Experience outranks everything.
initial/iwt_285.jpg,stego_iwt/iwt_285.jpg,iwt,[HP] Until the very end.
initial/iwt_286.jpg,stego_iwt/iwt_286.jpg,iwt,[LOTR] Let this be the hour we draw swords together.
initial/iwt_287.jpg,stego_iwt/iwt_287.jpg,iwt,[LOTR] A red sun rises. Blood has been spilled.
initial/iwt_289.jpg,stego_iwt/iwt_289.jpg,iwt,"[HP] Working hard is important, but there is something that matters even more."
initial/iwt_290.jpg,stego_iwt/iwt_290.jpg,iwt,"[LOTR] The Grey Pilgrim, that’s what they used to call me."
initial/iwt_291.jpg,stego_iwt/iwt_291.jpg,iwt,"[AV] I can’t control their fear, only mine."
initial/iwt_292.jpg,stego_iwt/iwt_292.jpg,iwt,[AV] I’m gonna need that guy’s arm.
initial/iwt_293.jpg,stego_iwt/iwt_293.jpg,iwt,[SR] Hope can set you free.
initial/iwt_294.jpg,stego_iwt/iwt_294.jpg,iwt,[LOTR] Not all those who wander are lost.
initial/iwt_295.jpg,stego_iwt/iwt_295.jpg,iwt,[AV] That’s America’s ass.
initial/iwt_297.jpg,stego_iwt/iwt_297.jpg,iwt,[HP] We’ve all got both light and dark inside us.
initial/iwt_298.jpg,stego_iwt/iwt_298.jpg,iwt,[SR] Fear can hold you prisoner.
initial/iwt_299.jpg,stego_iwt/iwt_299.jpg,iwt,[SW] Women always figure out the truth.
initial/iwt_300.jpg,stego_iwt/iwt_300.jpg,iwt,"[HP] It matters not what someone is born, but what they grow to be."
initial/iwt_301.jpg,stego_iwt/iwt_301.jpg,iwt,[LOTR] Men of Gondor! Of Rohan! My brothers!
initial/iwt_302.jpg,stego_iwt/iwt_302.jpg,iwt,"[SW] So this is how liberty dies, with thunderous applause."
initial/iwt_303.jpg,stego_iwt/iwt_303.jpg,iwt,"[LOTR] Let him go, you filth!"
